,gene_names,Control_Gut_1,Control_Gut_2,Control_Gut_3,Control_Gut_4,Pseudomonas_Gut_1,Pseudomonas_Gut_2,Pseudomonas_Gut_3,Pseudomonas_Gut_4,Control_Carcass_1,Control_Carcass_2,Control_Carcass_3,Control_Carcass_4,Pseudomonas_Carcass_1,Pseudomonas_Carcass_2,Pseudomonas_Carcass_3,Pseudomonas_Carcass_4
1,LOC101893504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,LOC101887261,9,10,11,10,7,11,9,9,19,16,20,18,19,16,17,16
3,LOC101887540,55,5,4,32,77,37,13,29,3,3,1,4,5,9,1,1
4,LOC101887709,18,7,8,29,33,26,8,24,3,4,1,5,3,14,6,5
5,LOC101887872,4,1,2,3,2,2,2,4,1,2,0,0,1,11,1,2
6,LOC101888043,21,5,7,27,43,13,9,20,0,0,1,0,0,1,0,0
7,LOC105261620,23605,13692,14181,16361,23387,25764,16042,18960,11,14,6,110,13,349,2,179
8,LOC101888225,3982,2045,2548,2926,3794,4695,2645,3876,1,4,0,14,1,28,0,25
9,LOC105261733,0,0,0,0,0,0,0,0,333,628,538,641,517,30,560,396
10,LOC105261775,84,18,20,64,60,118,33,110,0,1,0,1,0,0,0,0
11,LOC101888392,91,58,73,72,82,80,63,80,58,66,68,66,60,52,63,50
12,LOC101888800,125,113,111,102,119,121,114,133,108,113,118,112,98,114,100,136
13,LOC101889098,14,15,18,18,15,17,14,15,26,30,31,34,31,24,34,22
14,LOC101889449,6,6,7,6,6,6,5,6,9,11,13,13,12,10,12,8
15,LOC101889275,2,7,3,5,1,3,4,3,11,16,12,14,10,8,10,12
16,LOC101889730,13,14,17,15,16,13,12,15,14,17,16,17,16,10,16,18
17,LOC101889900,4,7,9,8,4,6,6,5,8,4,4,4,7,3,5,10
18,LOC101893671,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
19,LOC101893836,1,1,1,1,0,0,0,0,2,1,3,2,3,3,4,1
20,LOC101894009,5,7,8,8,4,6,9,5,7,5,5,6,8,4,5,8
21,LOC101890067,5,7,7,6,4,5,6,7,9,10,9,10,9,8,8,12
22,LOC101894185,5,6,8,6,4,7,8,6,7,6,4,5,9,3,5,12
23,LOC101890226,1,5,4,3,1,2,2,1,14,16,14,22,19,27,22,14
24,LOC101890517,4,13,19,17,5,12,20,9,16,6,5,8,16,5,7,24
25,LOC101890689,2,5,7,5,1,3,5,3,7,4,4,4,4,3,5,9
26,LOC101890862,0,3,4,3,0,1,2,1,14,18,16,17,17,12,16,12
27,LOC101891383,5,5,8,6,4,4,6,4,6,6,7,6,6,4,5,6
28,LOC101891561,41,55,45,57,38,46,41,47,53,47,52,47,45,53,41,66
29,LOC101892023,7,19,20,18,7,15,13,10,32,41,39,31,40,28,37,38
30,LOC101891733,63,108,54,77,67,68,51,55,208,287,237,231,184,172,213,166
31,LOCNULL,27090,42063,56984,55828,33836,49424,45448,32413,62376,41574,46179,43939,60142,56344,48706,58967
32,LOC101892196,43,86,184,111,27,71,100,65,89,29,24,25,50,24,22,278
33,LOC101892705,19,20,21,19,18,20,17,18,24,30,30,31,32,22,29,18
34,LOC101894518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,LOC109613008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,LOC101894679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,LOC109611619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,LOC101894838,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
39,LOC109611946,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40,LOC109613666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,LOC101895006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,LOC101895170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,LOC101895342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,LOC101895514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,LOC101895692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,LOC109614044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,LOC101893170,5,6,7,5,6,6,5,5,6,6,6,6,7,4,6,7
48,LOC101892991,14,17,26,22,15,19,19,17,21,18,19,22,25,16,22,21
49,LOC101896906,8,18,22,14,9,16,17,13,16,13,11,8,16,9,10,17
50,LOC101897077,2,5,7,10,2,5,8,3,7,2,2,3,5,2,3,7
51,LOC101897256,20,26,26,24,23,24,22,21,24,24,23,22,28,20,22,19
52,LOC101897663,50,43,52,46,42,52,45,57,51,44,41,53,46,40,49,71
53,LOC101897944,160,98,140,139,108,142,139,167,120,100,103,101,89,80,92,135
54,LOC101893618,0,1,9,1,1,0,2,2,15,30,16,20,18,10,15,18
55,LOC101898111,75,98,87,70,73,81,79,79,131,150,141,136,128,153,134,156
56,LOC101898631,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
57,LOC101898806,18,31,34,22,12,18,25,19,37,23,21,26,27,20,27,52
58,LOC101898981,35,49,78,63,34,46,54,47,73,50,51,55,62,36,54,91
59,LOC101899611,30,36,35,29,31,31,34,35,47,48,42,41,49,39,38,41
60,LOC101899776,288,366,327,329,365,387,265,251,1581,1731,1587,1675,1583,2426,1962,1871
61,LOC101899949,18,30,32,26,13,19,24,20,34,41,31,30,34,34,29,52
62,LOC101900121,9,12,12,7,10,11,9,10,11,13,12,8,12,10,11,10
63,LOC101900293,7,11,11,9,6,10,8,9,25,24,26,30,28,21,29,27
64,LOC101893785,0,1,2,1,0,1,1,0,2,0,0,0,1,1,0,4
65,LOC101893958,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
66,LOC101900457,65,78,70,55,66,57,50,63,41,33,30,29,37,29,39,43
67,LOC105261793,0,12,16,15,0,6,14,3,11,0,0,0,9,1,0,15
68,LOC101894131,2,4,3,2,2,2,4,2,4,5,4,3,3,4,6,3
69,LOC101900764,4,8,9,7,5,5,6,5,8,10,9,8,11,5,8,5
70,LOC101900941,98,89,107,98,96,103,101,127,101,66,90,70,65,74,68,162
71,LOC101894302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,LOC101894467,4,5,7,6,4,6,6,5,6,5,5,4,7,4,5,7
73,LOC101901120,1,11,4,6,2,2,5,3,17,15,18,15,12,12,21,16
74,LOC101901286,33,28,30,34,23,35,31,36,55,49,49,49,38,41,43,58
75,LOC101901446,21,38,34,34,19,29,37,24,43,41,40,37,39,28,34,36
76,LOC101901726,15,21,26,19,19,20,20,16,17,20,20,17,22,12,16,17
77,LOC101887262,8,10,14,15,8,12,13,11,13,10,11,12,13,8,11,13
78,LOC101894632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,LOC101894788,4,10,12,15,4,8,13,7,13,8,7,8,11,5,7,11
80,LOC101894955,0,10,14,9,0,6,11,3,12,1,2,2,7,1,1,12
81,LOC101887825,6,6,12,8,4,7,8,6,9,5,4,6,8,4,4,8
82,LOC101887655,3,2,2,3,3,2,3,3,0,0,0,0,0,0,1,0
83,LOC101895115,37,45,53,42,41,39,35,36,65,69,82,73,84,62,73,56
84,LOC101888226,521,740,498,504,319,575,480,472,1050,1212,1240,941,914,1010,1106,785
85,LOC109612068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,LOC101895809,2,4,6,5,2,3,4,2,5,3,4,4,4,2,4,4
87,LOC109613238,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
88,LOC101888393,2,4,5,4,1,3,4,3,4,3,2,3,4,2,3,3
89,LOC101888560,44,66,78,62,43,50,61,53,81,84,75,90,91,74,82,111
90,LOC101895984,0,8,7,7,0,3,7,3,7,1,1,2,4,2,4,12
91,LOC101888739,11,9,13,11,10,15,10,15,9,11,12,11,11,10,11,14
92,LOC101889276,14,18,20,20,10,17,18,14,22,18,19,21,19,17,18,23
93,LOC101889099,293,333,328,326,314,294,269,289,1061,1149,1088,1198,1051,1364,1249,1015
94,LOC101888918,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0
95,LOC101889450,6,6,5,4,5,4,4,4,18,36,25,26,20,15,20,16
96,LOC101889731,63,67,55,55,67,57,54,52,64,101,91,72,91,62,84,48
97,LOC101890121,79,51,49,51,73,69,35,29,15,14,13,16,18,11,23,14
98,LOC101896144,2,3,6,5,1,4,5,3,5,1,2,2,3,2,2,5
99,LOC109613535,0,0,2,1,0,1,1,1,0,0,2,0,1,1,0,0
100,LOC101896492,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
101,LOC101896672,0,0,2,4,0,0,1,1,42,73,79,65,49,29,77,25
102,LOC101890738,1602,2504,2452,2164,1833,1863,2358,1609,2089,1920,1715,1484,2146,1189,1382,2375
103,LOC101890912,5,11,12,12,4,8,13,6,10,7,7,9,12,4,9,9
104,LOC101891088,608,371,523,524,521,548,614,696,366,450,408,362,432,318,323,350
105,LOC101896852,2,3,3,4,3,2,3,3,2,2,2,2,3,1,2,2
106,LOC101897024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,LOC101891384,8,14,15,10,9,11,10,6,25,32,34,33,38,23,34,22
108,LOC101897200,0,0,0,1,0,0,0,0,3,1,3,3,2,3,5,1
109,LOC101897381,0,2,3,2,1,1,3,1,3,1,1,1,3,1,1,4
110,LOC101892024,15,40,55,37,12,27,42,23,48,19,18,22,32,20,21,78
111,LOC101892197,12,26,38,26,9,17,30,19,58,46,43,47,43,25,47,52
112,LOC101892364,1,12,20,14,2,10,16,6,16,5,4,3,11,5,4,22
113,LOC101897544,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0
114,LOC101892532,278,176,206,215,273,256,204,290,110,104,120,142,135,119,132,117
115,LOC105262178,0,0,1,1,1,1,1,0,3,2,1,2,1,1,3,1
116,LOC101892706,1,2,2,2,1,1,2,2,30,32,32,38,28,20,37,24
117,LOC101892992,11,17,17,13,10,13,13,12,24,22,18,23,27,20,21,24
118,LOC101893290,8,4,7,3,5,7,4,10,7,7,6,6,8,5,7,7
119,LOC101899506,27,22,17,23,15,21,18,23,6,4,10,5,5,7,5,6
120,LOC109613993,0,0,0,0,0,0,2,0,0,5,5,0,14,2,6,2
121,LOC101897717,28,23,27,27,28,33,24,28,18,15,15,12,21,10,15,22
122,LOC101897886,18,29,32,31,13,23,34,21,33,23,19,23,28,18,20,34
123,LOC101899661,5,9,12,10,5,7,12,6,11,6,6,6,11,5,7,18
124,LOC101899832,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
125,LOC101898053,41,77,96,84,39,64,86,60,82,41,37,43,68,35,46,111
126,LOC101898232,46,46,72,63,37,55,59,55,56,36,38,38,47,33,36,88
127,LOC101898405,23,5,12,15,18,20,14,24,2,2,2,2,1,1,2,1
128,LOC101898579,22,11,15,16,22,26,17,27,0,0,0,0,0,0,0,0
129,LOC101898918,10,8,13,11,7,7,8,5,16,13,16,14,15,11,14,10
130,LOC101899331,27,17,19,24,18,35,19,33,4,4,5,3,4,4,4,4
131,LOC101900294,3,5,7,5,3,4,5,4,6,4,4,5,6,4,5,7
132,LOC101900458,2,3,4,3,1,3,4,3,4,3,3,4,5,3,3,5
133,LOC101900122,11,14,15,12,12,11,13,12,13,15,13,13,18,9,12,12
134,LOC101900635,21,0,0,6,17,1,1,2,10,0,2,1,0,13,0,3
135,LOC101900815,2,2,2,2,3,2,2,1,3,3,5,7,9,1,6,4
136,LOC101900992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,LOC101901164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,LOC101901335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,LOC101901498,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,LOC101901661,10,29,35,28,8,20,26,19,39,31,30,34,36,24,28,63
141,LOC101887197,19,24,24,22,18,25,18,16,31,27,31,30,32,22,29,23
142,LOC101887370,0,0,0,0,0,0,0,0,1,1,1,1,0,1,2,0
143,LOC101887541,2,4,3,6,2,3,4,2,3,2,3,1,1,1,1,1
144,LOC101887710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,LOC101887873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,LOC101888044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,LOC101888227,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,0
148,LOC101888394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,LOC101888561,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,0
150,LOC101888740,0,1,0,0,0,0,0,0,1,4,2,1,1,3,1,2
151,LOC101888919,1,1,2,2,0,0,1,2,21,37,33,36,15,17,25,24
152,LOC101889100,0,2,7,1,0,1,0,3,26,41,23,29,40,49,40,26
153,LOC109614421,0,0,0,0,0,0,0,3,4,14,13,14,3,34,13,12
154,LOC109611613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,LOC101889277,0,0,6,0,0,0,0,4,27,35,77,31,18,82,32,35
156,LOC101889784,6,9,10,9,5,7,10,6,9,9,7,9,12,7,9,10
157,LOC101890400,6,10,11,10,6,9,10,6,8,7,6,8,10,5,6,9
158,LOC101890227,1,1,2,1,0,0,1,1,2,1,3,1,1,2,2,2
159,LOC101890739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,LOC101890913,5,12,14,11,4,8,11,7,11,13,8,11,16,6,8,14
161,LOC101891089,28,27,17,21,20,24,28,29,86,102,78,94,99,93,113,70
162,LOC105262546,0,1,1,0,0,1,1,0,0,1,2,1,1,1,1,0
163,LOC101891260,10,13,15,16,9,11,13,11,11,11,10,11,13,9,12,13
164,LOC101891434,1,4,7,3,1,4,4,2,9,7,5,7,6,7,8,9
165,LOC101891614,1,0,2,4,1,2,2,4,1,2,3,0,3,1,0,2
166,LOC101891784,2,3,1,0,1,2,1,0,2,0,0,2,1,0,2,1
167,LOC101891957,1,1,1,2,3,2,2,2,2,2,2,4,2,1,0,4
168,LOC101892131,0,0,0,0,0,0,1,0,8,16,11,14,12,7,14,6
169,LOC105262551,0,43,3,4,1,2,2,3,6,53,24,9,9,15,10,70
170,LOC101892301,1,2,2,2,1,1,3,1,5,8,7,7,6,3,6,3
171,LOC109614461,1,2,2,2,2,2,2,2,2,4,4,3,3,3,3,2
172,LOC101892470,26,27,30,21,18,25,30,34,25,12,10,12,16,18,13,20
173,LOC101892645,3,1,2,2,1,4,1,1,9,1,1,4,4,1,1,1
174,LOC101892822,7,8,11,2,5,3,7,6,0,16,8,8,7,12,11,17
175,LOC101892993,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
176,LOC101893331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,LOC101894303,3,4,5,3,1,4,5,2,3,4,4,1,3,2,3,3
178,LOC101894468,0,5,2,2,0,0,2,0,9,11,10,14,14,6,9,9
179,LOC101894633,0,2,0,0,0,0,0,0,2,1,1,0,1,0,0,0
180,LOC101894789,0,1,1,1,0,1,1,0,2,3,3,3,2,2,3,2
181,LOC101894956,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
182,LOC101895116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,LOC101895287,14,38,39,33,31,23,41,19,45,33,45,30,71,38,41,37
184,LOC101895810,2,13,16,14,2,7,15,6,12,3,3,3,9,2,3,13
185,LOC101895985,15,10,17,17,13,16,13,16,19,16,19,23,18,17,21,17
186,LOC109614485,7,11,12,13,7,8,11,7,11,16,17,15,17,11,14,14
187,LOC109614484,4,10,12,10,6,6,9,6,11,9,9,8,11,7,11,16
188,LOC109614483,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
189,LOC101896316,0,0,0,0,0,0,1,0,1,2,1,2,1,1,2,1
190,LOC101896493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,LOC101896673,181,138,157,155,205,165,151,183,757,717,755,1204,840,943,1201,568
192,LOC105262566,4,3,5,3,3,4,3,4,6,6,6,7,4,4,5,7
193,LOC105262568,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1
194,LOC105262569,0,0,1,0,0,0,0,0,0,0,1,0,1,5,0,0
195,LOC101896853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,LOC101897025,10,18,18,17,11,15,19,13,63,34,36,47,57,40,39,38
197,LOC109614502,1,1,2,1,0,0,1,0,0,1,1,1,2,0,1,0
198,LOC101897201,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1
199,LOC101897545,75,89,99,88,72,76,67,76,64,52,53,56,57,59,52,80
200,LOC101897382,3,11,8,6,2,6,7,5,10,11,10,9,9,6,9,12
201,LOC101897837,12,36,43,24,9,20,18,25,14,7,9,3,10,5,10,18
202,LOC101897997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,LOC109614505,0,1,3,2,0,1,2,0,1,0,1,1,1,0,1,1
204,LOC101898459,3,3,6,4,4,4,3,3,10,9,10,9,8,4,11,5
205,LOC101898632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,LOC101897008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,LOC101898982,3,4,6,5,3,4,4,2,8,7,7,10,10,10,8,7
208,LOC101899156,17,12,7,18,20,3,11,10,23,20,8,26,26,5,21,11
209,LOC105262572,0,1,0,1,0,0,0,0,73,138,117,69,80,27,102,69
210,LOC101899332,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
211,LOC101899507,11,12,13,12,11,11,9,9,18,28,23,28,25,25,35,15
212,LOC101899662,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
213,LOC101900001,14,8,14,13,9,14,10,11,9,7,8,7,9,6,7,8
214,LOC101900175,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
215,LOC101900353,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
216,LOC109614529,4,6,9,8,4,5,10,6,10,8,8,7,10,5,8,12
217,LOC101900524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,LOC101900702,2,2,3,2,1,2,1,1,4,5,4,5,3,4,7,6
219,LOC109614531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,LOC101900879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,LOC101901225,12,25,28,22,12,16,22,16,53,55,56,54,59,47,60,55
222,LOC101901554,6,4,7,5,5,6,5,5,5,5,9,6,7,4,8,5
223,LOC101901390,2,1,1,1,1,3,0,1,1,2,1,2,2,1,2,1
224,LOC101901727,11,14,19,13,8,15,14,11,36,25,28,37,28,34,41,29
225,LOC101887711,14,8,16,14,11,14,17,15,9,5,7,6,11,9,7,11
226,LOC101887874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,LOC101888045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,LOC101888228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,LOC101888395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,LOC101888562,1,2,1,1,0,1,0,0,1,0,0,0,2,0,3,2
231,LOC105262582,5,4,4,5,4,3,5,3,7,5,5,6,7,3,5,4
232,LOC101888860,16,10,13,13,9,12,13,15,11,11,11,11,8,12,14,10
233,LOC101889160,1,1,4,0,3,3,2,3,0,0,0,0,0,1,0,0
234,LOC101889333,0,2,1,1,0,0,0,0,9,19,21,15,15,18,14,11
235,LOC101889508,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
236,LOC101889957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,LOC105262584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,LOC101889785,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
239,LOC101890122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,LOC101890287,19,20,18,28,27,25,18,22,19,20,23,30,29,20,16,19
241,LOC101890459,0,18,15,11,0,4,17,4,44,49,32,28,33,31,29,32
242,LOC101890628,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
243,LOC101890802,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
244,LOC101890977,7,13,16,13,7,10,15,7,13,10,9,9,15,8,10,14
245,LOC101891148,3,2,3,2,3,3,2,4,2,1,1,1,1,1,1,2
246,LOC109611640,0,10,4,30,1,1,5,1,532,253,366,467,553,344,221,124
247,LOC101891497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,LOC109611647,19,17,23,14,18,22,15,10,17,26,48,27,52,32,33,15
249,LOC101892365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,LOC101892198,2,51,16,16,2,2,2,2,46,124,11,53,10,25,80,26
251,LOC101892533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,LOC101893054,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
253,LOC101893232,0,2,3,2,0,1,2,0,2,1,2,1,2,1,1,4
254,LOC101892707,1,3,4,3,1,2,3,2,4,3,2,2,3,2,2,6
255,LOC101893395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,LOC101892883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,LOC101893561,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
258,LOC109611667,2,3,3,2,2,3,2,1,3,3,3,2,3,2,3,2
259,LOC101893837,10,14,9,11,6,8,9,7,58,42,41,51,48,39,56,39
260,LOC101894010,52,78,53,61,54,70,57,48,79,106,75,81,58,72,64,66
261,LOC101894186,5,4,6,4,4,4,2,1,2,3,4,6,5,4,2,2
262,LOC101894360,984,452,747,623,1216,1031,661,980,1,0,0,1,0,0,0,0
263,LOC101894519,0,0,0,1,0,1,0,0,1,1,0,1,1,1,2,0
264,LOC101894680,1,1,3,2,1,1,1,1,2,2,3,3,2,1,1,1
265,LOC101894839,27,26,28,27,25,26,24,25,24,32,22,24,30,22,21,17
266,LOC101895343,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
267,LOC101895515,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0
268,LOC101895693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,LOC101895868,0,0,0,0,0,0,0,0,1,2,1,1,2,2,3,1
270,LOC101896375,0,0,0,0,0,0,0,0,1,0,2,1,1,4,2,0
271,LOC101896553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,LOC105261467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,LOC101896732,1,1,1,1,1,1,1,1,2,2,2,2,3,1,2,1
274,LOC101897434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,LOC101897945,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
276,LOC109611701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,LOC109611702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,LOC101897078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,LOC101897257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,LOC101898289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,LOC101898919,1,11,16,17,1,8,26,3,12,4,4,4,26,4,5,10
282,LOC101898460,5,14,22,19,4,12,18,8,20,9,10,9,16,7,10,21
283,LOC101898750,89,105,96,101,87,91,90,89,192,175,180,224,186,200,204,172
284,LOC101899095,0,0,0,0,5,1,1,0,0,0,2,1,2,2,2,5
285,LOC101899268,2,3,4,5,2,3,3,3,4,3,3,3,4,3,2,5
286,LOC101899663,11,14,14,4,11,5,3,15,11,13,7,61,17,2,25,3
287,LOC101900002,4,6,5,7,4,3,5,4,7,6,8,5,5,3,6,7
288,LOC101900176,0,0,0,0,0,0,0,0,3,4,3,4,3,2,4,1
289,LOC101900585,6,9,12,12,5,8,11,5,14,6,7,8,8,6,4,14
290,LOC101901226,8,13,15,13,5,10,14,9,26,16,17,15,16,15,15,29
291,LOC101900880,0,0,0,0,0,0,0,0,23,46,46,31,26,9,38,21
292,LOC101901057,1,1,1,1,0,1,1,1,2,2,2,2,2,1,2,2
293,LOC101901391,1,2,5,2,1,2,3,1,17,19,19,16,17,20,21,13
294,LOC105261477,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
295,LOC101901555,19,21,26,23,17,23,21,21,20,21,14,18,18,14,14,24
296,LOC101901728,1,1,1,0,0,0,0,0,1,1,1,1,1,1,3,1
297,LOC101887263,14,3,8,5,10,16,10,20,0,0,0,0,0,0,0,1
298,LOC101887432,16,245,66,69,14,31,58,13,582,774,756,609,652,649,787,427
299,LOC101887609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,LOC101887770,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,LOC101888563,1,2,3,3,1,2,2,1,4,2,2,2,3,1,2,5
302,LOC101887932,140,137,126,133,137,143,113,125,421,449,396,540,437,586,544,455
303,LOC101888104,6,9,8,9,7,6,7,5,11,17,14,16,16,13,14,12
304,LOC101888742,2,7,10,5,2,4,7,5,9,11,16,11,12,9,14,14
305,LOC101888920,0,15,16,13,1,7,12,4,12,10,6,8,7,6,5,26
306,LOC105261485,8,18,18,18,12,13,12,9,21,14,22,19,33,18,22,17
307,LOC101888396,10,12,18,14,10,11,12,12,21,14,16,16,20,13,16,23
308,LOC101889101,0,2,0,0,0,0,1,0,4,7,5,4,3,3,4,4
309,LOC101889278,6,5,11,12,6,7,8,9,9,6,7,8,9,4,7,12
310,LOC101889452,12,22,28,26,11,20,23,17,26,15,14,17,19,11,15,32
311,LOC101889732,46,29,39,36,37,43,37,57,24,30,29,26,33,20,22,29
312,LOC101889901,0,1,0,0,0,0,0,0,2,3,2,2,3,3,2,2
313,LOC101890069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,LOC101890228,5,4,2,2,5,1,4,2,0,0,0,1,0,1,0,0
315,LOC101890401,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
316,LOC101890568,2,3,5,4,2,3,4,3,4,2,3,3,3,2,3,5
317,LOC101891037,3,0,1,1,2,1,2,1,0,0,0,0,0,0,0,0
318,LOC101890863,654,567,545,704,980,561,342,346,41,6,15,0,103,11,4,53
319,LOC109611769,4290,4883,4298,4240,5850,4302,2896,2794,310,21,120,2,527,220,40,442
320,LOC101891208,4376,4639,4030,4284,5543,4690,3532,3462,317,27,101,0,528,274,53,478
321,LOC101891385,2,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0
322,LOC101891681,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
323,LOC101891958,2,4,8,7,1,4,7,3,7,1,1,2,4,2,2,6
324,LOC101892252,19,21,24,24,18,21,21,21,30,30,29,26,33,23,26,32
325,LOC101892534,10,14,20,22,10,17,16,12,11,11,11,11,12,6,9,6
326,LOC101892708,87,225,322,246,63,169,261,142,305,150,145,159,231,123,162,340
327,LOC101892884,3,4,5,4,2,3,5,4,7,7,7,8,8,6,7,6
328,LOC101893055,7,7,10,10,5,8,9,7,10,8,8,9,11,7,8,9
329,LOC101893332,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
330,LOC101893672,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0
331,LOC101893838,1,0,1,1,1,2,0,0,2,3,1,2,4,0,0,1
332,LOC101894840,28,30,48,19,50,56,15,49,0,0,0,0,0,0,0,0
333,LOC101894011,289,78,172,183,282,248,163,280,0,0,0,0,0,0,0,0
334,LOC101895007,171,47,96,100,133,146,106,166,0,0,0,0,0,0,0,0
